isDGA,ngrams,entropy,vowel-cons,firstDigitIndex,length,digits
1,744.6709401709401,3.5465935642949384,0.08333333333333333,0,13,0
1,715.217264957265,4.132944044980958,0.3333333333333333,1,26,10
1,1918.797619047619,2.5,0.3333333333333333,0,8,0
1,682.2694017094018,4.18083298720544,0.35714285714285715,1,26,7
1,544.1781400966183,3.8349625007211565,0.6666666666666666,2,24,9
1,690.3878787878789,3.418295834054489,0.09090909090909091,0,12,0
1,835.4825396825398,2.807354922057604,0.16666666666666666,0,7,0
1,702.2881532718488,4.084962500721156,0.2,16,24,6
1,1156.370879120879,3.039148671903071,0.2727272727272727,0,14,0
1,969.5292929292931,3.2516291673878226,0.3333333333333333,0,12,0
1,609.4978632478633,2.5654483718208256,0.0,0,13,0
1,844.5281662781662,3.5465935642949384,0.18181818181818182,0,13,0
1,908.9059829059829,3.323231428797621,0.15384615384615385,0,15,0
1,720.7359584859583,3.3787834934861767,0.16666666666666666,0,14,0
1,729.33663003663,3.456564762130954,0.15384615384615385,0,15,0
1,1003.3916083916083,3.085055102756477,0.18181818181818182,0,13,0
1,786.4893162393163,3.238901256602631,0.18181818181818182,0,13,0
1,553.1090909090909,2.8553885422075336,0.09090909090909091,0,12,0
1,872.9307692307692,4.026986833359286,0.3333333333333333,1,26,6
1,567.3405128205128,4.056020968057881,0.14285714285714285,1,26,10
1,877.9661352657005,4.213660689688185,0.13636363636363635,0,25,0
1,646.6907203907203,3.5068905956085183,0.25,0,15,0
1,973.3400488400489,3.039148671903071,0.2727272727272727,0,14,0
1,803.3914141414142,3.3927474104487847,0.3,0,13,0
1,734.2067340067341,3.0957952550009344,0.375,0,11,0
1,816.1969696969696,3.188721875540867,1.0,0,12,0
1,1500.1601851851854,2.921928094887362,0.6666666666666666,0,10,0
1,964.8053122909445,4.03039478823102,0.2608695652173913,0,29,0
1,1713.9592592592592,2.6464393446710153,0.6666666666666666,0,10,0
1,699.3016714150048,3.8804563734806257,0.125,0,27,0
1,721.487134502924,3.5841837197791886,0.25,0,20,0
1,942.7698412698413,2.5,0.14285714285714285,0,8,0
1,719.9754273504273,4.2098671219040344,0.23076923076923078,5,26,10
1,467.02666666666664,3.9021748142117274,0.05,1,26,5
1,736.820707070707,3.418295834054489,0.09090909090909091,0,12,0
1,587.3989898989898,3.0220552088742,0.0,0,12,0
1,660.3282828282828,3.418295834054489,0.2,0,12,0
1,1289.0596348096349,3.238901256602631,0.4444444444444444,0,13,0
1,1210.7777777777778,2.75,0.14285714285714285,0,8,0
1,491.52358974358975,4.085055102756476,0.13333333333333333,1,26,9
1,611.0700854700855,4.026986833359286,0.36363636363636365,1,26,11
1,801.5325166191833,4.2824842613426,0.17391304347826086,0,27,0
1,853.0409090909092,3.584962500721156,0.3333333333333333,0,12,0
1,551.6777777777778,4.23890125660263,0.21428571428571427,1,26,9
1,366.2578347578348,4.014146761422729,0.14285714285714285,1,27,11
1,831.6059829059828,3.5068905956085183,0.25,0,15,0
1,505.8214285714286,3.0,0.14285714285714285,0,8,0
1,724.217264957265,3.686419411348773,0.08333333333333333,0,26,0
1,1258.3710317460316,2.75,0.6,0,8,0
1,333.57746376811593,4.1834651896016455,0.2,1,25,13
1,961.6530303030304,3.418295834054489,0.3333333333333333,0,12,0
1,1519.8025030525032,3.3248629576173574,0.4,0,14,0
1,1039.5494505494505,3.378783493486176,0.16666666666666666,0,14,0
1,848.7109618776285,4.039148671903071,0.29411764705882354,1,28,6
1,688.7085858585859,3.2516291673878226,0.09090909090909091,0,12,0
1,599.8497815764482,4.088220835496803,0.38461538461538464,1,27,9
1,784.8600936100937,3.72290749432188,0.35714285714285715,1,28,9
1,955.2677708764667,3.6424896731661263,0.21052631578947367,0,23,0
1,1122.7536907536908,2.8150724101159437,0.4444444444444444,0,13,0
1,1054.9583638583638,3.6402239289418516,0.15384615384615385,0,15,0
1,1216.3114957264959,3.7962176025900556,0.23809523809523808,0,26,0
1,1421.0555555555557,2.5,0.3333333333333333,0,8,0
1,1306.3393939393939,3.0220552088742005,0.3333333333333333,0,12,0
1,663.7449494949495,3.0269868333592873,0.3,0,13,0
1,860.1456043956044,3.09306920777189,0.2727272727272727,0,14,0
1,837.7363636363638,3.418295834054489,0.3333333333333333,0,12,0
1,794.0460256410257,3.6864194113487736,0.04,0,26,0
1,1188.501322751323,3.169925001442312,0.5,0,9,0
1,871.9019493177389,3.6464393446710153,0.1111111111111111,0,20,0
1,802.4642579642581,3.180832987205441,0.3,0,13,0
1,725.4954545454544,3.418295834054489,0.09090909090909091,0,12,0
1,768.3295299145298,3.9462227768165983,0.13043478260869565,0,26,0
1,1588.6666666666667,2.75,1.0,0,8,0
1,1211.0146464646464,3.418295834054489,0.5,0,12,0
1,639.6263768115942,4.053660689688185,0.2222222222222222,16,25,3
1,823.6487007168458,3.4536267670198737,1.25,4,32,14
1,1104.1798534798534,3.3735572622751846,0.25,0,15,0
1,920.381313131313,3.084962500721156,0.0,0,12,0
1,985.3228327228327,3.506890595608519,0.15384615384615385,0,15,0
1,629.7758784425451,3.692380602454975,0.17647058823529413,1,28,8
1,740.0282828282828,3.418295834054489,0.2,0,12,0
1,1294.795843045843,3.238901256602631,0.625,0,13,0
1,966.6263736263736,3.5068905956085183,0.36363636363636365,0,15,0
1,932.1696969696969,3.2516291673878226,0.2,0,12,0
1,851.4761904761905,2.75,0.6,0,8,0
1,815.6353535353537,3.084962500721156,0.2,0,12,0
1,942.7473931623932,3.59448250651942,0.3,0,26,0
1,791.6945877766311,3.7871439606981387,0.35714285714285715,0,19,0
1,746.4312354312355,3.238901256602631,0.18181818181818182,0,13,0
1,913.1796814296813,3.546593564294939,0.3,0,13,0
1,1152.5998445998446,3.238901256602631,0.3,0,13,0
1,839.3796092796092,3.456564762130954,0.25,0,15,0
1,522.7642270531401,4.003856189774723,0.3333333333333333,1,25,9
1,818.2814407814408,3.6644977792004623,0.2727272727272727,0,14,0
1,1170.1561771561771,3.085055102756477,0.4444444444444444,0,13,0
1,422.285816035816,3.994680368408908,0.2,1,28,10
1,656.1285103785104,3.2359263506290326,0.16666666666666666,0,14,0
1,1060.5499222999222,3.392747410448785,0.3,0,13,0
1,740.2292176422611,3.670968891951065,0.15,0,23,0
1,1531.8592592592593,2.9219280948873623,0.6666666666666666,0,10,0
1,1783.2896825396826,2.94770277922009,0.8,0,9,0
1,716.0709422657951,3.94770277922009,0.2,0,18,0
1,1149.148484848485,3.188721875540867,0.5,0,12,0
1,1559.2936507936508,2.725480556997868,0.8,0,9,0
1,669.141918328585,4.208410187268527,0.5454545454545454,1,27,10
1,703.605387205387,2.845350936622437,0.2222222222222222,0,11,0
1,804.2964740573437,3.849223912390625,0.2777777777777778,0,23,0
1,714.0738150738152,3.238901256602631,0.08333333333333333,0,13,0
1,1372.8195970695972,3.521640636343319,0.5555555555555556,0,14,0
1,1017.7772727272727,3.418295834054489,0.5,0,12,0
1,714.5079365079364,3.506890595608519,0.15384615384615385,0,15,0
1,1624.2824074074076,2.725480556997868,0.8,0,9,0
1,257.48611111111114,3.9238561897747233,0.06666666666666667,1,25,9
1,1360.4748677248676,2.9477027792200903,0.5,0,9,0
1,897.3205128205128,3.3927474104487847,0.4444444444444444,0,13,0
1,684.1144133644134,3.3927474104487847,0.18181818181818182,0,13,0
1,1275.832671957672,2.4193819456463714,0.5,0,9,0
1,558.8696581196581,3.0850551027564768,0.18181818181818182,0,13,0
1,924.3636141636142,3.456564762130953,0.36363636363636365,0,15,0
1,712.6800699300699,3.3927474104487847,0.18181818181818182,0,13,0
1,850.196608946609,3.299896391167891,0.15789473684210525,0,22,0
1,1297.0911033411032,3.180832987205441,0.4444444444444444,0,13,0
1,813.8949494949494,3.4182958340544896,0.2,0,12,0
1,806.6688034188036,3.238901256602631,0.0,0,13,0
1,715.4154830917873,4.083856189774723,0.1875,11,25,6
1,1162.4615196078432,3.1018812234760182,0.5454545454545454,0,17,0
1,753.8876262626263,3.772055208874201,0.14285714285714285,0,24,0
1,1067.4578477078478,3.7004397181410926,0.3,0,13,0
1,663.2162801932367,3.683856189774723,0.08695652173913043,0,25,0
1,1208.0608465608466,2.5032583347756456,0.2857142857142857,0,9,0
1,926.1843711843712,3.2359263506290334,0.16666666666666666,0,14,0
1,969.0736208236207,3.3927474104487847,0.18181818181818182,0,13,0
1,497.50016469038206,4.16829583405449,0.16666666666666666,1,24,10
1,775.8963844797178,4.208966082694623,0.2727272727272727,0,28,0
1,840.8084693084692,2.9312089489103235,0.625,0,13,0
1,593.8134782608696,3.973660689688185,0.125,1,25,7
1,815.1541005291006,2.725480556997868,0.5,0,9,0
1,784.500641025641,4.056020968057881,0.5454545454545454,3,26,9
1,880.9819688109161,3.7841837197791888,0.25,0,20,0
1,795.5266666666666,3.9500637564362093,0.5833333333333334,5,26,7
1,1050.420745920746,3.334679141051595,0.3,0,13,0
1,1485.9727272727275,3.2516291673878226,0.5,0,12,0
1,575.3259903381643,4.133660689688185,0.3333333333333333,7,25,9
1,844.1373076923077,4.056020968057881,0.46153846153846156,2,26,7
1,729.9794094794096,3.3927474104487847,0.18181818181818182,0,13,0
1,656.8596326164875,3.641126767019874,0.8888888888888888,1,32,15
1,1172.4843711843712,3.32323142879762,0.6666666666666666,0,15,0
1,937.9065934065934,3.32323142879762,0.15384615384615385,0,15,0
1,672.5241062801932,4.403856189774722,0.17647058823529413,1,25,5
1,1188.3545066045065,3.238901256602631,0.8571428571428571,0,13,0
1,1021.4684892402285,4.053508854797679,0.4666666666666667,14,24,2
1,950.1869314260617,3.9690016298759936,0.35294117647058826,0,23,0
1,1152.0540903540902,3.3232314287976203,0.5,0,15,0
1,1132.0075757575758,3.238901256602631,0.625,0,13,0
1,552.8202657004831,4.323856189774723,0.21428571428571427,2,25,8
1,661.6424242424242,3.418295834054489,0.09090909090909091,0,12,0
1,736.2542735042734,3.085055102756477,0.08333333333333333,0,13,0
1,739.3055006587615,4.022055208874201,0.38461538461538464,2,24,6
1,989.3177655677655,3.3787834934861767,0.2727272727272727,0,14,0
1,587.205170940171,4.085055102756476,0.1875,1,26,7
1,631.9743961352657,4.163856189774723,0.23076923076923078,1,25,9
1,1120.2164224664227,3.378783493486176,0.4,0,14,0
1,736.6591452991452,3.979097891134804,0.3333333333333333,1,26,6
1,386.018081671415,4.004344446367528,0.07142857142857142,1,27,12
1,1153.1934343434343,3.084962500721156,0.2,0,12,0
1,911.2637426900586,3.821928094887362,0.25,0,20,0
